Dönem,Dağıtım kanalı,Müşteri Hesap Grubu,Müş.Hesap Grubu Tnm,Sipariş Veren,Sipariş Veren İsim,Malı Teslim Alan Kodu,Malı Teslim Alan Adı,Ülke anahtarı,Kent,Semt,Fatura Kalemi,Malzeme,Malzeme Tanımı,Faturalama Miktar,Satış belgesi türü,Sipariş Türü Tanımı,Versiyon,Satış belgesi,Teslimat türü,Teslimat Türü Tanımı,Teslimat Numarası,Nakliye numarası,İrsaliye Numarası,Mal çıkış Tarihi,Fatura Türü,Fatura Türü Tanımı,Fatura Tarihi,Faturalama Tipi,Fatura Numarası,Referans No,Belge para birimi,Birim Fiyat,Eleks Birim Fiyat,Net değer,Toplam Tutar,Vergi tutarı,TRY Birim Fiyat,TRY Toplam Tutar,EUR Birim Fiyat,EUR Toplam Tutar,USD Birim Fiyat,USD Toplam Tutar,GBP Birim Fiyat,GBP Toplam Tutar,Vade Gün,Satış Vade Günü,Satış Vade Günü,Değerleme sınıfı,Mal Grubu,Malzeme Kod 1,Malzeme Kod 2,Malzeme Kod 3,Malzeme Kod 4,Malzeme Kod 5,Malzeme Türü,Fatura Koşul Kodu,Ödeme koşulu,Koşul kodu,Fiyatlanadırma Tarihi,Kur tipi,Eur Kur,Usd Kur,Gbp Kur,Sipariş Nedeni,Satış bürosu,Belge koşulu no.,SA sipariş numarası,Incoterms,Incoterms (bölüm 2),Ödeyen,Ödeyenin İsmi,Ödeyen Müşteri İl Kodu,Ödeyen Müşteri İlçe Kodu,Ara toplam 4,Ad,Ad 2,Kalem,SD belgesi tipi,Toplam Tutar,Sipariş Veren,Sipariş Veren Ad,Sip.Veren.Kent,Sip.Veren.Ülke,Sip.Veren.Bölge,Sip.Veren.Bölge Adı,Standart fiyat,Std. Fiyat Toplam,Fiili Fiyat,Fiili Fiyat Toplam
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,EMAR MANİSA DEPO,TR,MANİSA,YUNUSEMRE,230,150990400771,8236 MONTAJ TAKOZU 4 (DUBEL),1000.000,Z100,Serel Yİ Satış,4500228629,14082,ZT01,Serel Yurtiçi Tesl.,80196518,15698,,1/18/2023,Z100,Serel Yİ Satış,1/18/2023,L,90644376,SR12023000000171,TRY,6.60,0.00,6600.00,6600.00,1188.00,6.60,6600.00,0.32,324.87,0.35,351.64,0.29,288.39,594000,90,,,1040048,,,,DİĞER MALZEME,,,EMAR202209,Z090,0000014082,1/11/2023,M,,,,,1099,0001182342,4500228629,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,230,M,7788.00,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,20,FFARKKAPAK,FİYAT FARKI KLOZET KAPAĞI,-1.000,ZA01,Serel Alacak Dekontu,,60001304,,,60001304,,,,ZA01,Serel Alacak Dekontu,1/23/2023,A,900026123,0000000000000000,TRY,1776.00,0.00,1776.00,1776.00,319.68,1776.00,-1776.00,87.31,-87.31,94.58,-94.58,76.67,-76.67,0,0,0,,1040042,,,,,,,,Z000,0060001304,,M,,,,Z37,1099,0001191211,EMR20230000002366,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,20,O,-1456.32,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,30,FFARKMALZEME,FİYAT FARKI MALZEME,-1.000,ZA01,Serel Alacak Dekontu,,60001304,,,60001304,,,,ZA01,Serel Alacak Dekontu,1/23/2023,A,900026123,0000000000000000,TRY,12063.98,0.00,12063.98,12063.98,2171.52,12063.98,-12063.98,593.06,-593.06,642.48,-642.48,520.80,-520.80,0,0,0,,1040048,,,,,,,,Z000,0060001304,,M,,,,Z37,1099,0001191211,EMR20230000002366,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,30,O,-9892.46,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,,EMAR SATIŞ SONRASI MÜŞTERİ HİZ. SAN.VE T,TR,ISTANBUL,ŞİŞLİ,10,FFARKSERAMİK,FİYAT FARKI SERAMİK,-1.000,ZA01,Serel Alacak Dekontu,,60001304,,,60001304,,,,ZA01,Serel Alacak Dekontu,1/23/2023,A,900026123,0000000000000000,TRY,42.00,0.00,42.00,42.00,7.56,42.00,-42.00,2.06,-2.06,2.24,-2.24,1.81,-1.81,0,0,0,,1040041,,,,,,,,Z000,0060001304,,M,,,,Z37,1099,0001191211,EMR20230000002366,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,10,O,-34.44,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,0.00,0.00,0.00,0.00
202301,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D0005402,EKIP YAPI MALZ.TAAH.NAKL.VE TIC.LTD  STI,TR,TRABZON,AKÇAABAT,50,E414STS110H,AKSESUAR ETAJER,21.000,Z400,Elm Bayi Sts Sip.,,20357365,Z400,Elm. Bayi Tsl.,810610825,15683,,1/13/2023,Z101,Serel Intercompany,1/13/2023,I,90643438,SR32023000000023,TRY,153.13,0.00,3215.73,3215.73,578.83,153.13,3215.73,7.59,159.31,8.16,171.41,6.72,141.21,676494,150,,4351,1040043,VC,AKSESUAR,ALT,AKSESUAR,ETAJER,AKSESUAR SERAMİK MAMUL,A2240D0021,Z150,0020357365,12/14/2022,M,,,,,,0001180546,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,3215.73,ELMOR TESİSAT MALZ.TİC.A.Ş.,,50,5,3794.56,506026,EKİP YAPI MALZ.TAAH.NAK.TİC.LTD.ŞTİ,TRABZON,TR,61,Trabzon,22.55,473.55,22.80,478.80
202301,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D0005402,EKIP YAPI MALZ.TAAH.NAKL.VE TIC.LTD  STI,TR,TRABZON,AKÇAABAT,10,E414STS110H,AKSESUAR ETAJER,3.000,Z400,Elm Bayi Sts Sip.,,20357414,Z400,Elm. Bayi Tsl.,810610828,15683,,1/13/2023,Z101,Serel Intercompany,1/13/2023,I,90643441,SR32023000000026,TRY,153.13,0.00,459.39,459.39,82.69,153.13,459.39,7.59,22.76,8.16,24.49,6.72,20.17,96642,150,,4351,1040043,VC,AKSESUAR,ALT,AKSESUAR,ETAJER,AKSESUAR SERAMİK MAMUL,A2240D0021,Z150,0020357414,12/15/2022,M,,,,,,0001180549,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,459.39,ELMOR TESİSAT MALZ.TİC.A.Ş.,,10,5,542.08,506026,EKİP YAPI MALZ.TAAH.NAK.TİC.LTD.ŞTİ,TRABZON,TR,61,Trabzon,22.55,67.65,22.80,68.40
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,EMAR MANİSA DEPO,TR,MANİSA,YUNUSEMRE,310,TP07STL110H,VENTİL LAVABO TAPASI,1.000,Z100,Serel Yİ Satış,4500228629,14082,ZT01,Serel Yurtiçi Tesl.,80196518,15698,,1/18/2023,Z100,Serel Yİ Satış,1/18/2023,L,90644376,SR12023000000171,TRY,42.00,0.00,42.00,42.00,7.56,42.00,42.00,2.07,2.07,2.24,2.24,1.84,1.84,3780,90,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,BUTON,AKSESUAR SERAMİK MAMUL,EMAR202209,Z090,0000014082,1/11/2023,M,,,,,1099,0001182342,4500228629,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,310,M,49.56,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,30.14,30.14,30.14,30.14
202301,43,1201,TOPLULUK ICI IC PIYASA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,2600,EMAR MANİSA DEPO,TR,MANİSA,YUNUSEMRE,251,TP07STL110H,VENTİL LAVABO TAPASI,100.000,Z100,Serel Yİ Satış,4500229970,14148,ZT01,Serel Yurtiçi Tesl.,80196732,15799,,1/31/2023,Z100,Serel Yİ Satış,1/31/2023,L,90648683,SR12023000000335,TRY,42.00,0.00,4200.00,4200.00,755.99,42.00,4200.00,2.05,205.35,2.24,223.55,1.81,180.76,378000,90,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,BUTON,AKSESUAR SERAMİK MAMUL,EMAR202209,Z090,0000014148,1/19/2023,M,,,,,1099,0001191044,4500229970,EXW,MANISA,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.VE TİC.A.Ş.,ISTANBUL,ŞİŞLİ,0.00,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.,SAN.VE TİC.A.Ş.,251,M,4955.99,2600,EMAR SATIŞ SONRASI MÜŞTERİ HİZ.SAN.,ISTANBUL,TR,34,Istanbul,30.14,3014.00,30.14,3014.00
202301,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,S0009694,YUSUF KOÇ(MUHİTTİN KOÇ),TR,İstanbul,BAHÇELIEVLER,30,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,4.000,Z400,Elm Bayi Sts Sip.,,20360942,Z400,Elm. Bayi Tsl.,810613104,15740,,1/23/2023,Z101,Serel Intercompany,1/23/2023,I,90645284,SR12023000000206,TRY,171.33,0.00,685.32,685.32,123.36,171.33,685.32,8.42,33.69,9.12,36.50,7.40,29.58,130559,150,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0002,Z150,0020360942,1/19/2023,M,,,,,,0001184561,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,685.32,ELMOR TESİSAT MALZ.TİC.A.Ş.,,30,5,808.68,504038,NOVAPLAST İNŞ.MALZ.SAN.VE TİC.A.Ş.,ADANA,TR,01,Adana,56.04,224.16,56.04,224.16
202301,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,S0009644,ZEDAŞ VİLLA GÖKHAN BEY ARANACAK,TR,K.Maraş,ONIKIŞUBAT,30,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,37.000,Z400,Elm Bayi Sts Sip.,,20357119,Z400,Elm. Bayi Tsl.,810611156,15700,,1/17/2023,Z101,Serel Intercompany,1/17/2023,I,90644345,SR22023000000024,TRY,142.62,0.00,5276.94,5276.94,949.85,142.62,5276.94,7.02,259.74,7.60,281.17,6.23,230.65,1128870,150,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2240D0021,Z150,0020357119,12/9/2022,M,,,,,,0001182311,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,5276.94,ELMOR TESİSAT MALZ.TİC.A.Ş.,,30,5,6226.79,504024,AR-KAR YAPI İNŞ.MÜH.VE TİC.LTD.ŞTİ.,KAHRAMANMARAŞ,TR,46,K.Marash,56.04,2073.48,56.04,2073.48
202301,43,1201,TOPLULUK ICI IC PIYASA,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,D0004427,YENIOCAK YAPI VE SIHHI TESISAT MALZ EMEL,TR,HATAY,MERKEZ,210,TP08STL110H,SERAMİK TAPA VE LAV. SİFONU,50.000,Z400,Elm Bayi Sts Sip.,,20360917,Z400,Elm. Bayi Tsl.,810613725,15753,,1/24/2023,Z101,Serel Intercompany,1/24/2023,I,90646131,SR22023000000060,TRY,171.33,0.00,8566.50,8566.50,1541.97,171.33,8566.50,8.37,418.35,9.12,456.04,7.37,368.50,1631981,150,,4351,1040043,FC,AKSESUAR,ALT,AKSESUAR,TAPA SİFON,AKSESUAR SERAMİK MAMUL,A2340D0002,Z150,0020360917,1/18/2023,M,,,,,,0001186627,,EXW,ÜY,4200,ELMOR TESİSAT MALZ.TİC.A.Ş.,ISTANBUL,ŞİŞLİ,8566.50,ELMOR TESİSAT MALZ.TİC.A.Ş.,,210,5,10108.47,504049,YENİOCAK YAPI VE SIHHİ TES. MALZ.İN,HATAY,TR,31,Hatay,56.04,2802.00,56.04,2802.00
